Nombre EPS, Razón Social ,Valor Autorizado por EPS ($),Valor Giro a IPS ($),Fecha de giro,Observaciones
NUEVA EPS ,IPS INDIGENA JULIAN CARLOSAMA," 16,716,133.00 "," 16,716,133.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO CENTRO 2 E.S.E.," 16,714,150.00 "," 16,714,150.00 ",4/12/2024,
NUEVA EPS ,AMBULANCIAS SANTA RITA S.A.S," 16,673,345.00 "," 16,673,345.00 ",4/12/2024,
NUEVA EPS ,UNIDAD MEDICOQUIRURGICA SANTIAGO I.P.S.," 16,669,011.00 "," 16,669,011.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL PEDRO NEL CARDONA," 16,600,941.00 "," 16,600,941.00 ",4/12/2024,
NUEVA EPS ,DAMOSALUD LTDA," 16,596,251.00 "," 16,596,251.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO IVAN RESTREPO GOMEZ," 16,574,975.00 "," 16,574,975.00 ",4/12/2024,
NUEVA EPS ,INSTITUTO NEUROPSIQUIATRICO NUESTRA SEÑORA DEL CARMEN INSECAR," 16,534,244.00 "," 16,534,244.00 ",4/12/2024,
NUEVA EPS ,CENTRO DE MEDICINA NUCLEAR DEL TOLIMA LTDA," 16,490,788.00 "," 16,490,788.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL FRANCINETH SANCHEZ HURTADO EMPRESA SOCIAL DEL ESTADO," 16,444,091.00 "," 16,444,091.00 ",4/12/2024,
NUEVA EPS ,ESE CENTRO DE SALUD CON CAMAS DE CANTAGALLO," 16,441,352.00 "," 16,441,352.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL DIVINO NIÑO DE RIVERA," 16,424,695.00 "," 16,424,695.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL MUNICIPAL SAN FRANCISCO DE ASIS DE ELIAS EMPRESA SOCIAL DEL ESTADO E.S.E.," 16,408,278.00 "," 16,408,278.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO LAGOSALUD CUITIVA," 16,367,806.00 "," 16,367,806.00 ",4/12/2024,
NUEVA EPS ,CENTRO ONCOLOGICO DE ANTIOQUIA SA," 16,329,778.00 "," 16,329,778.00 ",4/12/2024,
NUEVA EPS ,ESE SANTA ROSA DE LIMA DE PAICOL," 16,222,821.00 "," 16,222,821.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL JUAN PABLO II ARATOCA," 16,214,169.00 "," 16,214,169.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JULIAN," 16,164,599.00 "," 16,164,599.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL MARIA ANTONIA TORO DE ELEJALDE," 16,152,720.00 "," 16,152,720.00 ",4/12/2024,
NUEVA EPS ,GRUPO MEDICO ESPECIALIZADO AIREC," 16,136,083.00 "," 16,136,083.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA ESTRELLA," 16,071,972.00 "," 16,071,972.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL HENRY VALENCIA OROZCO E.S.E," 16,057,314.00 "," 16,057,314.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS DE ABEJORRAL," 16,056,950.00 "," 16,056,950.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA," 16,046,146.00 "," 16,046,146.00 ",4/12/2024,
NUEVA EPS ,CENTRO MEDICO CUBIS LIMITADA," 16,000,085.00 "," 16,000,085.00 ",4/12/2024,
NUEVA EPS ,VIVESSALUD ARMENIA SAS," 15,966,687.00 "," 15,966,687.00 ",4/12/2024,
NUEVA EPS ,ESE CENTRO MATERNO INFANTIL DE SABANALARGA," 15,961,385.00 "," 15,961,385.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL TIMBIO - EMPRESA SOCIAL DEL ESTADO," 15,872,174.00 "," 15,872,174.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL MENTAL RUDESINDO SOTO," 15,840,966.00 "," 15,840,966.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SAN FRANCISCO," 15,768,471.00 "," 15,768,471.00 ",4/12/2024,
NUEVA EPS ,E.S.E. NUETRA SEÑORA DE LA CANDELARIA," 15,747,210.00 "," 15,747,210.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JUAN DE DIOS," 15,657,749.00 "," 15,657,749.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL SANTUARIO," 15,635,161.00 "," 15,635,161.00 ",4/12/2024,
NUEVA EPS ,CLINIVIDA Y SALUD IPS SAS," 15,629,162.00 "," 15,629,162.00 ",4/12/2024,
NUEVA EPS ,CENTRO CARDIOVASCULAR DEL MAGDALENA S.A.," 15,487,487.00 "," 15,487,487.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO SURORIENTE E.S.E," 15,398,832.00 "," 15,398,832.00 ",4/12/2024,
NUEVA EPS ,SAMEN IPS SAS," 15,396,915.00 "," 15,396,915.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN BLAS DE MORROA," 15,388,555.00 "," 15,388,555.00 ",4/12/2024,
NUEVA EPS ,CLINICA ERASMO LTDA," 15,345,847.00 "," 15,345,847.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SANTA BARBARA DE VERGARA," 15,299,445.00 "," 15,299,445.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL RICAURTE EMPRESA SOCIAL DEL ESTADO," 15,291,880.00 "," 15,291,880.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL LA MILAGROSA EMPRESA SOCIAL DEL ESTADO," 15,258,550.00 "," 15,258,550.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL SAN JERÓNIMO DE MONTERÍA," 15,258,161.00 "," 15,258,161.00 ",4/12/2024,
NUEVA EPS ,ESE SAN ANTONIO DE PADUA DEL MUNICIPIO DE PINCHOTE," 15,241,432.00 "," 15,241,432.00 ",4/12/2024,
NUEVA EPS ,CAJA DE COMPENSACION FAMILIAR DE CALDAS," 15,198,566.00 "," 15,198,566.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL LOCAL DE TENERIFE," 15,192,343.00 "," 15,192,343.00 ",4/12/2024,
NUEVA EPS ,E.S.E. FABIO JARAMILLO LONDOÑO," 15,153,947.00 "," 15,153,947.00 ",4/12/2024,
NUEVA EPS ,ESE CAMU BUENAVISTA," 15,147,208.00 "," 15,147,208.00 ",4/12/2024,
NUEVA EPS ,ESE CENTRO DE SALUD DE CHITARAQUE," 15,004,671.00 "," 15,004,671.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL LOCAL MARIALABAJA," 14,975,170.00 "," 14,975,170.00 ",4/12/2024,
NUEVA EPS ,ENDOGASTRO DEL CESAR S.A.S.," 14,961,738.00 "," 14,961,738.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL ARSENIO REPIZO VANEGAS DE SAN AGUSTIN," 14,954,152.00 "," 14,954,152.00 ",4/12/2024,
NUEVA EPS ,CLINICA SAN JOSE DE LURUACO IPS SAS," 14,935,808.00 "," 14,935,808.00 ",4/12/2024,
NUEVA EPS ,RED INTEGRADA SALUD COLOMBIA IPS S.A.S (REDINSALUD IPS S.A.S)," 14,914,634.00 "," 14,914,634.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL SAN JOSE DE MAICAO," 14,900,374.00 "," 14,900,374.00 ",4/12/2024,
NUEVA EPS ,ESE CENTRO DE SALUD PUERTO PARRA," 14,893,586.00 "," 14,893,586.00 ",4/12/2024,
NUEVA EPS ,CENTROMEDICO CRECER LTDA," 14,858,277.00 "," 14,858,277.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SAN JUAN DE DIOS," 14,791,774.00 "," 14,791,774.00 ",4/12/2024,
NUEVA EPS ,"ATENCION EN REHABILITACION INTEGRAL S.A.S. ""ATERIN S.A.S."""," 14,751,866.00 "," 14,751,866.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL LOCAL DE PUERTO LIBERTADOR EL DIVINO NIÑO," 14,750,316.00 "," 14,750,316.00 ",4/12/2024,
NUEVA EPS ,FUNDACION MEDICA CAMPBELL," 14,732,431.00 "," 14,732,431.00 ",4/12/2024,
NUEVA EPS ,"E.S.E. HOSPITAL MENTAL DE ANTIOQUIA ""MARÍA UPEGUI - HOMO"""," 14,725,238.00 "," 14,725,238.00 ",4/12/2024,
NUEVA EPS ,LABORATORIO CLINICO ESPECIALIZADO HUMALIB SAS," 14,709,137.00 "," 14,709,137.00 ",4/12/2024,
NUEVA EPS ,LABORATORIO LORENA VEJARANO SAS," 14,688,538.00 "," 14,688,538.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL FRANCISCO ELADIO BARRERA," 14,666,225.00 "," 14,666,225.00 ",4/12/2024,
NUEVA EPS ,DIAXME S.A.S," 14,639,947.00 "," 14,639,947.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO E.S.E. CENTRO DE SALUD DE TAUSA," 14,620,851.00 "," 14,620,851.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE TOCA," 14,618,199.00 "," 14,618,199.00 ",4/12/2024,
NUEVA EPS ,SESS COLOMBIA S A S," 14,602,542.00 "," 14,602,542.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL REGIONAL CENTRO," 14,500,938.00 "," 14,500,938.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL SAN VICENTE DE PAUL.," 14,489,919.00 "," 14,489,919.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SAN RAFAEL," 14,487,121.00 "," 14,487,121.00 ",4/12/2024,
NUEVA EPS ,ESE ANDRES CALA PIMENTEL," 14,434,686.00 "," 14,434,686.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL PADRE CLEMENTE GIRALDO," 14,377,743.00 "," 14,377,743.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL JOSE MARIA CORDOBA," 14,267,879.00 "," 14,267,879.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL LA MERCED," 14,236,195.00 "," 14,236,195.00 ",4/12/2024,
NUEVA EPS ,E.S.E. SAN JUAN DE DIOS DE MARINILLA," 14,153,323.00 "," 14,153,323.00 ",4/12/2024,
NUEVA EPS ,CENTRO INTEGRAL DE DIAGNOSTICO MEDICO I.P.S. S.A.S.," 14,146,568.00 "," 14,146,568.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL SAN PEDRO CLAVER DE MOGOTES SANTANDER.," 14,133,782.00 "," 14,133,782.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE BARANOA," 14,117,038.00 "," 14,117,038.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL SAN CAMILO," 14,106,024.00 "," 14,106,024.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA ESTRELLA," 14,098,292.00 "," 14,098,292.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL LOCAL PEDRO SAENZ DIAZ EMPRESA SOCIAL DEL ESTADO," 14,074,731.00 "," 14,074,731.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL LOCAL SANFERNANDO BOLIVAR," 14,034,735.00 "," 14,034,735.00 ",4/12/2024,
NUEVA EPS ,UROCADIZ ESPECIALIDADES MEDICO QUIRURGICAS SAS," 14,011,183.00 "," 14,011,183.00 ",4/12/2024,
NUEVA EPS ,SERVICIO DE EMERGENCIAS MEDICAS DEL CAQUETA S.A.S," 13,982,580.00 "," 13,982,580.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN MARTIN," 13,978,352.00 "," 13,978,352.00 ",4/12/2024,
NUEVA EPS ,CENTRO MEDICO DE REHABILITACIÓN INTEGRAL HERPA S.A.S.," 13,950,622.00 "," 13,950,622.00 ",4/12/2024,
NUEVA EPS ,REHABILITACION DIRIGIDA MEDICAMENTE REDIME LTDA.," 13,933,145.00 "," 13,933,145.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL FEDERICO ARBELAEZ EMPRESA SOCIAL DEL ESTADO," 13,920,362.00 "," 13,920,362.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL SAN JOSE," 13,847,631.00 "," 13,847,631.00 ",4/12/2024,
NUEVA EPS ,GRUPO SALUD CORDOBA SAS," 13,767,169.00 "," 13,767,169.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO MARCO A. CARDONA," 13,754,152.00 "," 13,754,152.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE," 13,701,783.00 "," 13,701,783.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL SAN JUAN BOSCO E.S.E," 13,686,113.00 "," 13,686,113.00 ",4/12/2024,
NUEVA EPS ,E.S.E. CENTRO DE SALUD SAN FRANCISCO," 13,655,956.00 "," 13,655,956.00 ",4/12/2024,
NUEVA EPS ,CLINICA COLSANITAS SA," 13,649,116.00 "," 13,649,116.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL NUESTRA SEÑORA SANTA ANA," 13,604,000.00 "," 13,604,000.00 ",4/12/2024,
NUEVA EPS ,CRUZ ROJA COLOMBIANA SECCIONAL CUNDINAMARCA Y BOGOTA," 13,582,121.00 "," 13,582,121.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SAN VICENTE DE PAUL," 13,571,924.00 "," 13,571,924.00 ",4/12/2024,
NUEVA EPS ,ESTUDIOS OFTALMOLOGICOS SAS," 13,564,730.00 "," 13,564,730.00 ",4/12/2024,
NUEVA EPS ,ESE CENTRO DE SALUD DE OVEJAS," 13,437,196.00 "," 13,437,196.00 ",4/12/2024,
NUEVA EPS ,UNIDAD DE CUIDADOS INTENSIVOS NEONATAL DEL BAJO SINU," 13,430,740.00 "," 13,430,740.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL SAN ROQUE DE CHIMA," 13,345,255.00 "," 13,345,255.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL SAN JUAN DE DIOS DE ANORI," 13,174,810.00 "," 13,174,810.00 ",4/12/2024,
NUEVA EPS ,CLINICA SAN RAFAEL DE POPAYÁN SAS," 13,098,016.00 "," 13,098,016.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SANTA ISABEL," 12,988,960.00 "," 12,988,960.00 ",4/12/2024,
NUEVA EPS ,"SOCIEDAD PARA LA ATENCION MEDICA E IMAGENES DIAGNOSTICAS SAS ""SOMID SAS """," 12,876,430.00 "," 12,876,430.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SAN VICENTE FERRER," 12,833,971.00 "," 12,833,971.00 ",4/12/2024,
NUEVA EPS ,SOCIEDAD N.S.D.R. S.A.S," 12,829,632.00 "," 12,829,632.00 ",4/12/2024,
NUEVA EPS ,CL AMBULANCIAS SAS," 12,774,579.00 "," 12,774,579.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD TIMOTEO RIVEROS CUBILLOS," 12,761,907.00 "," 12,761,907.00 ",4/12/2024,
NUEVA EPS ,CLINICA SAN JUAN DE DIOS LA CEJA," 12,744,703.00 "," 12,744,703.00 ",4/12/2024,
NUEVA EPS ,ASOCIACION PRO FARMACIA U´WA," 12,737,760.00 "," 12,737,760.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DE SALADOBLANCO," 12,671,055.00 "," 12,671,055.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO CEPITA," 12,665,856.00 "," 12,665,856.00 ",4/12/2024,
NUEVA EPS ,UNIDAD PRESTADORA DE SERVICIOS DE SALUD MENTAL UNIPSSAM SAS," 12,539,063.00 "," 12,539,063.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTO TOMAS," 12,502,870.00 "," 12,502,870.00 ",4/12/2024,
NUEVA EPS ,SERVIUCIS S.A.S.," 12,500,156.00 "," 12,500,156.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA," 12,487,365.00 "," 12,487,365.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SAN PEDRO," 12,471,802.00 "," 12,471,802.00 ",4/12/2024,
NUEVA EPS ,GYO MEDICAL I.P.S. S.A.S.," 12,455,670.00 "," 12,455,670.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SAN BERNARDO," 12,388,728.00 "," 12,388,728.00 ",4/12/2024,
NUEVA EPS ,SOCIEDAD MEDICA ALCALA SAS," 12,326,501.00 "," 12,326,501.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE GALAPA," 12,322,223.00 "," 12,322,223.00 ",4/12/2024,
NUEVA EPS ,ESE NUESTRA SEÑORA DEL CARMEN," 12,317,002.00 "," 12,317,002.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL LA MISERICORDIA," 12,313,062.00 "," 12,313,062.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL SAN JUAN DE PUERTO RICO," 12,274,094.00 "," 12,274,094.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO ANA SILVIA MALDONADO JIMENEZ," 12,245,241.00 "," 12,245,241.00 ",4/12/2024,
NUEVA EPS ,E.S.E HOSPITAL EL PEÑÓN SANTANDER," 12,233,601.00 "," 12,233,601.00 ",4/12/2024,
NUEVA EPS ,MEDIALCO ZONA FRANCA S.A.S," 12,187,364.00 "," 12,187,364.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL LOCAL DE CONCORDIA," 12,162,167.00 "," 12,162,167.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL SANTA BARBARA E.S.E. DE VENADILLO," 12,114,704.00 "," 12,114,704.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SAN FRANCISCO DE ASIS," 11,988,478.00 "," 11,988,478.00 ",4/12/2024,
NUEVA EPS ,INSTITUTO DEL SISTEMA NERVIOSO DE RISARALDA S.A.S," 11,909,198.00 "," 11,909,198.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL 7 DE AGOSTO," 11,878,126.00 "," 11,878,126.00 ",4/12/2024,
NUEVA EPS ,ESE HSOPITAL NIVEL I PUERTO RICO," 11,849,679.00 "," 11,849,679.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SOCORRO," 11,799,946.00 "," 11,799,946.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ROQUE," 11,701,334.00 "," 11,701,334.00 ",4/12/2024,
NUEVA EPS ,STRATEGOS MEDICAL SOLUTIONS S.A.S.," 11,665,616.00 "," 11,665,616.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL DE SANTO TOMAS," 11,655,480.00 "," 11,655,480.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL APIA," 11,646,547.00 "," 11,646,547.00 ",4/12/2024,
NUEVA EPS ,PSICO SALUD Y TRANSFORMACIÓN S.A.S," 11,555,631.00 "," 11,555,631.00 ",4/12/2024,
NUEVA EPS ,"EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD ""LUIS PATIÑO CAMARGO"" DEL MUNICIPIO DE IZA"," 11,535,472.00 "," 11,535,472.00 ",4/12/2024,
NUEVA EPS ,CENTRO DE DIAGNOSTICO Y ATENCION DEL CARIBE SAS," 11,531,389.00 "," 11,531,389.00 ",4/12/2024,
NUEVA EPS ,SERVICIOS PRE HOSPITALARIOS DE ATENCIÓN MEDICA SAS IPS," 11,468,417.00 "," 11,468,417.00 ",4/12/2024,
NUEVA EPS ,CARDIODIAGNOSTICO DEL CHOCO SAS," 11,441,592.00 "," 11,441,592.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL CAICEDO Y FLOREZ," 11,411,940.00 "," 11,411,940.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL LORENCITA VILLEGAS DE SANTOS," 11,405,490.00 "," 11,405,490.00 ",4/12/2024,
NUEVA EPS ,CENTRO DE RESONANCIA MAGNETICA DEL NORTE S.A.S," 11,384,416.00 "," 11,384,416.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL DIOGENES TRONCOSO DE PUERTO SALGAR," 11,334,061.00 "," 11,334,061.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL LOCAL DE CALAMAR," 11,259,333.00 "," 11,259,333.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL LOCAL LA CANDELARIA," 11,215,563.00 "," 11,215,563.00 ",4/12/2024,
NUEVA EPS ,CLINICA PRIMERO DE MAYO INTEGRAL S.A.S," 11,208,903.00 "," 11,208,903.00 ",4/12/2024,
NUEVA EPS ,CORPORACION MEDICA DEL CAQUETA," 11,207,263.00 "," 11,207,263.00 ",4/12/2024,
NUEVA EPS ,MEDICENTER ESPECIALIZADO LTDA," 11,120,964.00 "," 11,120,964.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL ALEJANDRO MAESTRE SIERRA," 11,098,000.00 "," 11,098,000.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE MALAMBO," 11,056,779.00 "," 11,056,779.00 ",4/12/2024,
NUEVA EPS ,ESE CENTRO DE SALUD CON CAMAS DE PALMAR DE VARELA," 11,056,116.00 "," 11,056,116.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS," 11,015,309.00 "," 11,015,309.00 ",4/12/2024,
NUEVA EPS ,IPS UNIDAD MEDICA SANTANA S.A.S," 10,988,596.00 "," 10,988,596.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL LOCAL DE SANTA CATALINA DE ALEJANDRIA," 10,966,116.00 "," 10,966,116.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO," 10,959,819.00 "," 10,959,819.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL SAN JUAN DE DIOS DE BARICHARA," 10,938,501.00 "," 10,938,501.00 ",4/12/2024,
NUEVA EPS ,UNIDAD MEDICA WAYUU ANOUTA WAKUAIPA IPSI," 10,933,180.00 "," 10,933,180.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO SAN SEBASTIAN DE LA PLATA HUILA," 10,917,704.00 "," 10,917,704.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL SAN BARTOLOME DE CAPITANEJO," 10,900,919.00 "," 10,900,919.00 ",4/12/2024,
NUEVA EPS ,SANATORIO DE CONTRATACION EMPRESA SOCIAL DEL ESTADO," 10,882,070.00 "," 10,882,070.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL BAUDILIO ACERO," 10,856,756.00 "," 10,856,756.00 ",4/12/2024,
NUEVA EPS ,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI," 10,832,354.00 "," 10,832,354.00 ",4/12/2024,
NUEVA EPS ,E.S.E POLICLINICO DE JUNIN," 10,814,121.00 "," 10,814,121.00 ",4/12/2024,
NUEVA EPS ,"ESE CENTRO DE SALUD ""NUESTRA SEÑORA DE BELEN"""," 10,812,661.00 "," 10,812,661.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TURBANA," 10,809,675.00 "," 10,809,675.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL SAN CARLOS E.S.E.," 10,808,967.00 "," 10,808,967.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL ANDRES GIRARDOT DE GUICAN," 10,792,370.00 "," 10,792,370.00 ",4/12/2024,
NUEVA EPS ,CENTRO DE REHABILITACION SOLIDARIDAD SOCIAL IPS SAS," 10,759,115.00 "," 10,759,115.00 ",4/12/2024,
NUEVA EPS ,SALUD RH LTDA," 10,735,016.00 "," 10,735,016.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO CAMILO TRUJILLO SILVA," 10,709,872.00 "," 10,709,872.00 ",4/12/2024,
NUEVA EPS ,ESE CENTRO DE SALUD SAN ANTONIO DE SOCOTÁ," 10,695,077.00 "," 10,695,077.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL PIO X DEL MUNICIPIO DE LA TEBAIDA QUINDIO," 10,636,704.00 "," 10,636,704.00 ",4/12/2024,
NUEVA EPS ,CENTRO DE SALUD CAMILO HURTDAO CIFUENTES ESE.," 10,609,790.00 "," 10,609,790.00 ",4/12/2024,
NUEVA EPS ,COSTA CARIBE Y/O IPS SALUD VIDA S.A.S," 10,586,973.00 "," 10,586,973.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTANA," 10,435,221.00 "," 10,435,221.00 ",4/12/2024,
NUEVA EPS ,ESE JUAN RAMON NUÑEZ PALACIOS," 10,432,772.00 "," 10,432,772.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SAN RAFAEL DE SAN LUIS," 10,427,283.00 "," 10,427,283.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD CORRALES," 10,426,750.00 "," 10,426,750.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DEL PERPETUO SOCORRO," 10,347,132.00 "," 10,347,132.00 ",4/12/2024,
NUEVA EPS ,CLINICA SANTA ISABEL SAS," 10,307,268.00 "," 10,307,268.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE POLONUEVO," 10,273,560.00 "," 10,273,560.00 ",4/12/2024,
NUEVA EPS ,LABORATORIO DE ESPECIALIDADES CLINIZAD S.A.S," 10,265,566.00 "," 10,265,566.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO NUESTRA SEÑORA DEL ROSARIO," 10,264,976.00 "," 10,264,976.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE VENTAQUEMADA," 10,197,200.00 "," 10,197,200.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA," 10,182,594.00 "," 10,182,594.00 ",4/12/2024,
